ActiveCPUs=8
ActivityWasReset=True
Actor1Class=AHuman
Actor1Item1Class=HDFirearm
Actor1Item1Preset=M60
Actor1Item2Class=HDFirearm
Actor1Item2Preset=Garrett LMG
Player3Preset4ItemFaction1=Ronin
Player3Preset4ItemFaction2=Ronin
Player3Preset4ItemFaction3=Ronin
Player3Preset5Actor=2
Player3Preset5Faction=Ronin
Player3Preset5Item1=24
Player3Preset5Item2=19
Player3Preset5Item3=11
Player3Preset5ItemFaction1=Ronin
Player3Preset5ItemFaction2=Ronin
Player3Preset5ItemFaction3=Ronin
Player3Preset6Actor=2
Player3Preset6Faction=Ronin
Player3Preset6Item1=24
Player3Preset6Item2=13
Player3Preset6Item3=11
Player3Preset6ItemFaction1=Ronin
Player3Preset6ItemFaction2=Ronin
Player3Preset6ItemFaction3=Ronin
Player3Preset7Actor=3
Player3Preset7Faction=Ronin
Player3Preset7Item1=19
Player3Preset7Item2=10
Player3Preset7Item3=13
Player3Preset7ItemFaction1=Ronin
Player3Preset7ItemFaction2=Ronin
Player3Preset7ItemFaction3=Ronin
Player3Preset8Actor=2
Player3Preset8Faction=Ronin
Player3Preset8Item1=4
Player3Preset8Item2=15
Player3Preset8Item3=11
Player3Preset8ItemFaction1=Ronin
Player3Preset8ItemFaction2=Ronin
Player3Preset8ItemFaction3=Ronin
Player3Preset9Actor=1
Player3Preset9Faction=Ronin
Player3Preset9Item1=3
Player3Preset9Item2=20
Player3Preset9ItemFaction1=Ronin
Player3Preset9ItemFaction2=Ronin
Player3Reputation=-3380
Player3Type=CPU
Player4Active=True
Player4Faction=Dummy
Player4Preset10Actor=1
Player4Preset10Faction=Dummy
Player4Preset10Item1=13
Player4Preset10Item2=10
Player4Preset10Item3=12
Player4Preset10ItemFaction1=Dummy
Player4Preset10ItemFaction2=Dummy
Player4Preset10ItemFaction3=Dummy
Player4Preset1Actor=1
Player4Preset1Faction=Dummy
Player4Preset1Item1=13
Player4Preset1Item2=10
Player4Preset1Item3=14
Player4Preset1ItemFaction1=Dummy
Player4Preset1ItemFaction2=Dummy
Player4Preset1ItemFaction3=Dummy
Player4Preset2Actor=1
Player4Preset2Faction=Dummy
Player4Preset2Item1=13
Player4Preset2Item2=9
Player4Preset2Item3=14
Player4Preset2ItemFaction1=Dummy
Player4Preset2ItemFaction2=Dummy
Player4Preset2ItemFaction3=Dummy
Player4Preset3Actor=1
Player4Preset3Faction=Dummy
Player4Preset3Item1=13
Player4Preset3Item2=9
Player4Preset3Item3=14
Player4Preset3ItemFaction1=Dummy
Player4Preset3ItemFaction2=Dummy
Player4Preset3ItemFaction3=Dummy
Player4Preset4Actor=1
Player4Preset4Faction=Dummy
Player4Preset4Item1=13
Player4Preset4Item2=10
Player4Preset4Item3=12
Player4Preset4ItemFaction1=Dummy
Player4Preset4ItemFaction2=Dummy
Player4Preset4ItemFaction3=Dummy
Player4Preset5Actor=1
Player4Preset5Faction=Dummy
Player4Preset5Item1=13
Player4Preset5Item2=13
Player4Preset5Item3=12
Player4Preset5ItemFaction1=Dummy
Player4Preset5ItemFaction2=Dummy
Player4Preset5ItemFaction3=Dummy
Player4Preset6Actor=1
Player4Preset6Faction=Dummy
Player4Preset6Item1=13
Player4Preset6Item2=10
Player4Preset6Item3=12
Player4Preset6ItemFaction1=Dummy
Player4Preset6ItemFaction2=Dummy
Player4Preset6ItemFaction3=Dummy
Player4Preset7Actor=1
Player4Preset7Faction=Dummy
Player4Preset7Item1=13
Player4Preset7Item2=10
Player4Preset7ItemFaction1=Dummy
Player4Preset7ItemFaction2=Dummy
Player4Preset8Actor=1
Player4Preset8Faction=Dummy
Player4Preset8Item1=13
Player4Preset8Item2=9
Player4Preset8Item3=12
Player4Preset8ItemFaction1=Dummy
Player4Preset8ItemFaction2=Dummy
Player4Preset8ItemFaction3=Dummy
Player4Preset9Actor=1
Player4Preset9Faction=Dummy
Player4Preset9Item1=8
Player4Preset9Item2=13
Player4Preset9ItemFaction1=Dummy
Player4Preset9ItemFaction2=Dummy
Player4Reputation=-1773
Player4Type=CPU
Player5Active=True
Player5Faction=Coalition
Player5Preset10Actor=1
Player5Preset10Faction=Coalition
Player5Preset10Item1=19
Player5Preset10Item2=14
Player5Preset10Item3=13
Player5Preset10ItemFaction1=Coalition
Player5Preset10ItemFaction2=Coalition
Player5Preset10ItemFaction3=Coalition
Player5Preset1Actor=1
Player5Preset1Faction=Coalition
Player5Preset1Item1=17
Player5Preset1Item2=10
Player5Preset1Item3=13
Player5Preset1ItemFaction1=Coalition
Player5Preset1ItemFaction2=Coalition
Player5Preset1ItemFaction3=Coalition
Player5Preset2Actor=2
Player5Preset2Faction=Coalition
Player5Preset2Item1=17
Player5Preset2Item2=10
Player5Preset2Item3=13
Player5Preset2ItemFaction1=Coalition
Player5Preset2ItemFaction2=Coalition
Player5Preset2ItemFaction3=Coalition
Player5Preset3Actor=1
Player5Preset3Faction=Coalition
Player5Preset3Item1=16
Player5Preset3Item2=11
Player5Preset3Item3=14
Player5Preset3ItemFaction1=Coalition
Player5Preset3ItemFaction2=Coalition
Player5Preset3ItemFaction3=Coalition
Player5Preset4Actor=2
Player5Preset4Faction=Coalition
Player5Preset4Item1=19
Player5Preset4Item2=13
Player5Preset4Item3=14
Player5Preset4ItemFaction1=Coalition
Player5Preset4ItemFaction2=Coalition
Player5Preset4ItemFaction3=Coalition
Player5Preset5Actor=2
Player5Preset5Faction=Coalition
Player5Preset5Item1=17
Player5Preset5Item2=17
Player5Preset5Item3=14
Player5Preset5ItemFaction1=Coalition
Player5Preset5ItemFaction2=Coalition
Player5Preset5ItemFaction3=Coalition
Player5Preset6Actor=2
Player5Preset6Faction=Coalition
Player5Preset6Item1=16
Player5Preset6Item2=14
Player5Preset6Item3=14
Player5Preset6ItemFaction1=Coalition
Player5Preset6ItemFaction2=Coalition
Player5Preset6ItemFaction3=Coalition
Player5Preset7Actor=5
Player5Preset7Faction=Coalition
Player5Preset7Item1=16
Player5Preset7Item2=10
Player5Preset7Item3=13
Player5Preset7ItemFaction1=Coalition
Player5Preset7ItemFaction2=Coalition
Player5Preset7ItemFaction3=Coalition
Player5Preset8Actor=2
Player5Preset8Faction=Coalition
Player5Preset8Item1=4
Player5Preset8Item2=10
Player5Preset8Item3=14
Player5Preset8ItemFaction1=Coalition
Player5Preset8ItemFaction2=Coalition
Player5Preset8ItemFaction3=Coalition
Player5Preset9Actor=1
Player5Preset9Faction=Coalition
Player5Preset9Item1=2
Player5Preset9Item2=16
Player5Preset9ItemFaction1=Coalition
Player5Preset9ItemFaction2=Coalition
Player5Reputation=-3006
Player5Type=CPU
Player6Active=True
Player6Faction=Imperatus
Player6Preset10Actor=1
Player6Preset10Faction=Imperatus
Player6Preset10Item1=10
Player6Preset10Item2=8
Player6Preset10ItemFaction1=Imperatus
Player6Preset10ItemFaction2=Imperatus
Player6Preset1Actor=1
Player6Preset1Faction=Imperatus
Player6Preset1Item1=10
Player6Preset1Item2=8
Player6Preset1ItemFaction1=Imperatus
Player6Preset1ItemFaction2=Imperatus
Player6Preset2Actor=1
Player6Preset2Faction=Imperatus
Player6Preset2Item1=10
Player6Preset2Item2=9
Player6Preset2ItemFaction1=Imperatus
Player6Preset2ItemFaction2=Imperatus
Player6Preset3Actor=1
Player6Preset3Faction=Imperatus
Player6Preset3Item1=10
Player6Preset3Item2=9
Player6Preset3ItemFaction1=Imperatus
Player6Preset3ItemFaction2=Imperatus
Player6Preset4Actor=1
Player6Preset4Faction=Imperatus
Player6Preset4Item1=10
Player6Preset4Item2=8
Player6Preset4ItemFaction1=Imperatus
Player6Preset4ItemFaction2=Imperatus
Player6Preset5Actor=1
Player6Preset5Faction=Imperatus
Player6Preset5Item1=10
Player6Preset5Item2=10
Player6Preset5ItemFaction1=Imperatus
Player6Preset5ItemFaction2=Imperatus
Player6Preset6Actor=1
Player6Preset6Faction=Imperatus
Player6Preset6Item1=10
Player6Preset6Item2=8
Player6Preset6ItemFaction1=Imperatus
Player6Preset6ItemFaction2=Imperatus
Player6Preset7Actor=1
Player6Preset7Faction=Imperatus
Player6Preset7Item1=10
Player6Preset7Item2=9
Player6Preset7ItemFaction1=Imperatus
Player6Preset7ItemFaction2=Imperatus
Player6Preset8Actor=1
Player6Preset8Faction=Imperatus
Player6Preset8Item1=4
Player6Preset8Item2=9
Player6Preset8ItemFaction1=Imperatus
Player6Preset8ItemFaction2=Imperatus
Player6Preset9Actor=1
Player6Preset9Faction=Imperatus
Player6Preset9Item1=1
Player6Preset9Item2=10
Player6Preset9ItemFaction1=Imperatus
Player6Preset9ItemFaction2=Imperatus
Player6Reputation=-454
Player6Type=CPU
Player7Active=True
Player7Faction=Psyclones
Player7Preset10Actor=1
Player7Preset10Faction=Psyclones
Player7Preset10Item1=14
Player7Preset10Item2=7
Player7Preset10Item3=7
Player7Preset10ItemFaction1=Psyclones
Player7Preset10ItemFaction2=Psyclones
Player7Preset10ItemFaction3=Psyclones
Player7Preset1Actor=1
Player7Preset1Faction=Psyclones
Player7Preset1Item1=13
Player7Preset1Item2=12
Player7Preset1Item3=7
Player7Preset1ItemFaction1=Psyclones
Player7Preset1ItemFaction2=Psyclones
Player7Preset1ItemFaction3=Psyclones
Player7Preset2Actor=1
Player7Preset2Faction=Psyclones
Player7Preset2Item1=13
Player7Preset2Item2=11
Player7Preset2Item3=7
Player7Preset2ItemFaction1=Psyclones
Player7Preset2ItemFaction2=Psyclones
Player7Preset2ItemFaction3=Psyclones
Player7Preset3Actor=1
Player7Preset3Faction=Psyclones
Player7Preset3Item1=14
Player7Preset3Item2=12
Player7Preset3Item3=7
Player7Preset3ItemFaction1=Psyclones
Player7Preset3ItemFaction2=Psyclones
Player7Preset3ItemFaction3=Psyclones
Player7Preset4Actor=1
Player7Preset4Faction=Psyclones
Player7Preset4Item1=14
Player7Preset4Item2=7
Player7Preset4Item3=7
Player7Preset4ItemFaction1=Psyclones
Player7Preset4ItemFaction2=Psyclones
Player7Preset4ItemFaction3=Psyclones
Player7Preset5Actor=1
Player7Preset5Faction=Psyclones
Player7Preset5Item1=13
Player7Preset5Item2=13
Player7Preset5Item3=7
Player7Preset5ItemFaction1=Psyclones
Player7Preset5ItemFaction2=Psyclones
Player7Preset5ItemFaction3=Psyclones
Player7Preset6Actor=1
Player7Preset6Faction=Psyclones
Player7Preset6Item1=14
Player7Preset6Item2=7
Player7Preset6Item3=7
Player7Preset6ItemFaction1=Psyclones
Player7Preset6ItemFaction2=Psyclones
Player7Preset6ItemFaction3=Psyclones
Player7Preset7Actor=1
Player7Preset7Faction=Psyclones
Player7Preset7Item1=13
Player7Preset7Item2=11
Player7Preset7Item3=7
Player7Preset7ItemFaction1=Psyclones
Player7Preset7ItemFaction2=Psyclones
Player7Preset7ItemFaction3=Psyclones
Player7Preset8Actor=1
Player7Preset8Faction=Psyclones
Player7Preset8Item1=4
Player7Preset8Item2=11
Player7Preset8Item3=7
Player7Preset8ItemFaction1=Psyclones
Player7Preset8ItemFaction2=Psyclones
Player7Preset8ItemFaction3=Psyclones
Player7Preset9Actor=1
Player7Preset9Faction=Psyclones
Player7Preset9Item1=2
Player7Preset9Item2=13
Player7Preset9ItemFaction1=Psyclones
Player7Preset9ItemFaction2=Psyclones
Player7Reputation=1496
Player7Type=CPU
Player8Active=True
Player8Faction=Bears Federation
Player8Preset10Actor=1
Player8Preset10Faction=Bears Federation
Player8Preset10Item1=7
Player8Preset10Item2=6
Player8Preset10Item3=6
Player8Preset10ItemFaction1=Bears Federation
Player8Preset10ItemFaction2=Bears Federation
Player8Preset10ItemFaction3=Bears Federation
Player8Preset1Actor=1
Player8Preset1Faction=Bears Federation
Player8Preset1Item1=7
Player8Preset1Item2=5
Player8Preset1Item3=6
Player8Preset1ItemFaction1=Bears Federation
Player8Preset1ItemFaction2=Bears Federation
Player8Preset1ItemFaction3=Bears Federation
Player8Preset2Actor=7
Player8Preset2Faction=Bears Federation
Player8Preset2Item1=8
Player8Preset2Item2=5
Player8Preset2Item3=6
Player8Preset2ItemFaction1=Bears Federation
Player8Preset2ItemFaction2=Bears Federation
Player8Preset2ItemFaction3=Bears Federation
Player8Preset3Actor=1
Player8Preset3Faction=Bears Federation
Player8Preset3Item1=10
Player8Preset3Item2=5
Player8Preset3Item3=6
Player8Preset3ItemFaction1=Bears Federation
Player8Preset3ItemFaction2=Bears Federation
Player8Preset3ItemFaction3=Bears Federation
Player8Preset4Actor=7
Player8Preset4Faction=Bears Federation
Player8Preset4Item1=7
Player8Preset4Item2=6
Player8Preset4Item3=6
Player8Preset4ItemFaction1=Bears Federation
Player8Preset4ItemFaction2=Bears Federation
Player8Preset4ItemFaction3=Bears Federation
Player8Preset5Actor=7
Player8Preset5Faction=Bears Federation
Player8Preset5Item1=12
Player8Preset5Item2=8
Player8Preset5Item3=6
Player8Preset5ItemFaction1=Bears Federation
Player8Preset5ItemFaction2=Bears Federation
Player8Preset5ItemFaction3=Bears Federation
Player8Preset6Actor=7
Player8Preset6Faction=Bears Federation
Player8Preset6Item1=12
Player8Preset6Item2=6
Player8Preset6Item3=6
Player8Preset6ItemFaction1=Bears Federation
Player8Preset6ItemFaction2=Bears Federation
Player8Preset6ItemFaction3=Bears Federation
Player8Preset7Actor=1
Player8Preset7Faction=Bears Federation
Player8Preset7Item1=12
Player8Preset7Item2=5
Player8Preset7Item3=6
Player8Preset7ItemFaction1=Bears Federation
Player8Preset7ItemFaction2=Bears Federation
Player8Preset7ItemFaction3=Bears Federation
Player8Preset8Actor=7
Player8Preset8Faction=Bears Federation
Player8Preset8Item1=4
Player8Preset8Item2=5
Player8Preset8Item3=6
Player8Preset8ItemFaction1=Bears Federation
Player8Preset8ItemFaction2=Bears Federation
Player8Preset8ItemFaction3=Bears Federation
Player8Preset9Actor=1
Player8Preset9Faction=Bears Federation
Player8Preset9Item1=2
Player8Preset9Item2=7
Player8Preset9ItemFaction1=Bears Federation
Player8Preset9ItemFaction2=Bears Federation
Player8Reputation=-625
Player8Type=CPU
PositiveIndex=1
RandomEncounterPIRATE_GENERICAponeFee=-1
Rayvord Tundra-Fog0=1111111111111111111111111111
Rayvord Tundra-Fog1=1111111111111111111111111111
Rayvord Tundra-Fog10=1111000000000000000000000000
Rayvord Tundra-Fog11=0000000000000000000000000000
Rayvord Tundra-Fog2=1111111111111111111111111111
Rayvord Tundra-Fog3=1111111111111111111111111111
Rayvord Tundra-Fog4=1111111111111111111111111111
Rayvord Tundra-Fog5=1111111111111111111111111111
Rayvord Tundra-Fog6=1111111111111111111100011111
Rayvord Tundra-Fog7=1111110000000001100000000011
Rayvord Tundra-Fog8=1111100000000000000000000001
Rayvord Tundra-Fog9=1111000000000000000000000001
Rhias Forest-Fog0=1111111111111111111111111111
Rhias Forest-Fog1=1111111111111111111111111111
Rhias Forest-Fog10=0000000000000000000000111110
Rhias Forest-Fog2=1111111111111111111111111111
Rhias Forest-Fog3=1111111111111111111111111111
Rhias Forest-Fog4=1111111111111111111111111111
Rhias Forest-Fog5=1111111111111111111111111111
Rhias Forest-Fog6=1111111111111111111111111111
Rhias Forest-Fog7=1111111111111111111111111111
Rhias Forest-Fog8=1111111111111111111111111111
Rhias Forest-Fog9=0000001100000000000001111111
Scene=Vessel Gryphon
SceneType=Vessel
Security_Arctic Pole=10
Security_Burraki Desert=40
Security_City Prison=10
Security_Cold Slabs=20
Security_Command=40
Security_Craters=10
Security_Dry Flats=10
Security_Dvorak Caves=62
Security_Fredeleig Plains=30
Security_Glacier=20
Security_Gryphon=70
Security_Ice Caves=20
Security_Ketanot Hills=33
Security_Metankora Highlands=20
Security_Mt. Imdunt=40
Security_Office=60
Security_Rayvord Tundra=20
Security_Rhias Forest=23
Security_Skyrise=20
Security_Slodran Wilderness=20
Security_Snow Cave=20
Security_Suburbs=20
Security_Summit=22
Security_The Dig=10
Security_Vesod Plains=12
Security_Yskely Mountains=60
Security_Zekarra Lowlands=20
ShipX=0
ShipY=0
Skyrise-Fog0=111111111111111111111111111
Skyrise-Fog1=111111111111111111111111111
Skyrise-Fog10=000000000000000000000000000
Skyrise-Fog2=111111111111111111111111111
Skyrise-Fog3=111111111111111111111111111
Skyrise-Fog4=111111111111111111111111111
Skyrise-Fog5=111111111111111111111111111
Skyrise-Fog6=111111111111111111111111111
Skyrise-Fog7=111111111111111111111111111
Skyrise-Fog8=111111111111111111111111111
Skyrise-Fog9=111111000000000001111111111
Skyrise-FogRevealPercentage=87
Slodran Wilderness-Fog0=0011110000000000111111111100000000
Slodran Wilderness-Fog1=0011110000000000111111111100000000
Slodran Wilderness-Fog10=0000000000011110000111111111100000
Slodran Wilderness-Fog11=0000000000000000000011111111000000
Slodran Wilderness-Fog12=0000000000000000000011111111000000
Slodran Wilderness-Fog13=0000000000000000000011111111000000
Slodran Wilderness-Fog14=0000000000000000000000000000000000
Slodran Wilderness-Fog15=0000000000000000000000000000000000
Slodran Wilderness-Fog2=1111100000000000011111111111000000
Slodran Wilderness-Fog3=1111100000000000011111111111100111
Slodran Wilderness-Fog4=1111110000000000011111111111111111
Slodran Wilderness-Fog5=1111111111100000111111111111111111
Slodran Wilderness-Fog6=1111111111111001111111111111111111
Slodran Wilderness-Fog7=1111111111111111111111111111111111
Slodran Wilderness-Fog8=0000001111111111111111111111111111
Slodran Wilderness-Fog9=0000000000111111111111111111111110
Snow Cave-Fog0=111111111111111111111111111111111111
Snow Cave-Fog1=111111111111111111111111111111111111
Snow Cave-Fog10=111111111111110000000110000000000111
Snow Cave-Fog2=111111111111111111111111111111111111
Snow Cave-Fog3=111111111111111111111111111111111111
Snow Cave-Fog4=111111111111111111111111111111111111
Snow Cave-Fog5=111111111111111111111111111111111111
Snow Cave-Fog6=111111111111111111111111111111111111
Snow Cave-Fog7=111111111111111111111111111111111111
Snow Cave-Fog8=111111111111111111111111111111111111
Snow Cave-Fog9=111111111111111111111111111111111111
Snow Cave-FogRevealPercentage=95
Suburbs-Fog0=000000000000000000000000000000000000
Suburbs-Fog1=000000000000000000000000000000000000
Suburbs-Fog10=000000001111111000000000000000000000
Suburbs-Fog2=000000000000000001000000011100000000
Suburbs-Fog3=000000000000011111111000111110000000
Suburbs-Fog4=000000000000111111111111111111000000
Suburbs-Fog5=000000001111111111111111111111000000
Suburbs-Fog6=000000011111111111111111111111000000
Suburbs-Fog7=000000011111111111111111111100000000
Suburbs-Fog8=000000011111111111110000000000000000
Suburbs-Fog9=000000001111111111000000000000000000
Suburbs-FogRevealPercentage=33
Summit-Fog0=111111111110111111111111111111111111
Summit-Fog1=111111111110111111111111111111111111
Summit-Fog10=111111111111111111100000000000000111
Summit-Fog2=111111000000111111111111111111111111
Summit-Fog3=111110000000111111111111111111111111
Summit-Fog4=111110000001111111111111111111111111
Summit-Fog5=111111000011111111111111111111111111
Summit-Fog6=111111111111111111111111111111111111
Summit-Fog7=111111111111111111111111111111111111
Summit-Fog8=111111111111111111111111111111111111
Summit-Fog9=111111111111111111110000000111111111
Summit-FogRevealPercentage=88
The Dig-Fog0=111111111111111111111111111
The Dig-Fog1=111111111111111111111111111
The Dig-Fog10=111111000000000000000000000
The Dig-Fog2=111111111111111111111111111
The Dig-Fog3=111111111111111111111111111
The Dig-Fog4=001111111111111111110000000
The Dig-Fog5=001111111111111111100000000
The Dig-Fog6=111111111111111111100000000
The Dig-Fog7=111111111111111111100000000
The Dig-Fog8=111111111111111111000000000
The Dig-Fog9=111111111000000000000000000
The Dig-FogRevealPercentage=72
Time=53053
TimeStamp=15.07.13 16:54
Vesod Plains-Fog0=1111111111111111111111111111111111
Vesod Plains-Fog1=1111111111111111111111111111111111
Vesod Plains-Fog10=0000000000000000011111111100000000
Vesod Plains-Fog11=0000000000000000000111110000000000
Vesod Plains-Fog12=0000000000000000000000000000000000
Vesod Plains-Fog2=1111111111111111111111111111111111
Vesod Plains-Fog3=1111111111111111111111111111111111
Vesod Plains-Fog4=1111111111111111111111111111111111
Vesod Plains-Fog5=1111111111111111111111111111111111
Vesod Plains-Fog6=0000000111111111111111111111111111
Vesod Plains-Fog7=0000000001000111111111111111111100
Vesod Plains-Fog8=0000000000000011111111111111111000
Vesod Plains-Fog9=0000000000000001111111111111100000
Vesod Plains-FogRevealPercentage=66
WasReset=False
Yskely Mountains-Fog0=1111111111111111111111100011
Yskely Mountains-Fog1=1111111111111111111111100011
Yskely Mountains-Fog10=0001110011111100000000000000
Yskely Mountains-Fog11=0000000000000000000000000000
Yskely Mountains-Fog2=1111111111111111111111111111
Yskely Mountains-Fog3=1111111111111111111111111111
Yskely Mountains-Fog4=1111111111111111111111111111
Yskely Mountains-Fog5=1111111111111111111111111111
Yskely Mountains-Fog6=1111111111111111111111111111
Yskely Mountains-Fog7=1111111111111111111111111111
Yskely Mountains-Fog8=1111111111111111111111111111
Yskely Mountains-Fog9=1111111111111111111111111111
Yskely Mountains-FogRevealPercentage=84
Zekarra Lowlands-Fog0=0000000000000000000000000000
Zekarra Lowlands-Fog1=0000111111111111000000000000
Zekarra Lowlands-Fog2=1111111111111111100110000000
Zekarra Lowlands-Fog3=1111111111111111111111111111
Zekarra Lowlands-Fog4=1111111111111111111111111111
Zekarra Lowlands-Fog5=1111111111111111111111111111
Zekarra Lowlands-Fog6=1100000011100111111100111111
Zekarra Lowlands-Fog7=0000000000000000000000011111
Zekarra Lowlands-Fog8=0000000000000000000000000000
